-0.23	0.13
0.01	0.00
0.05	0.15
0.12	0.19
0.33	3.36
0.54	13.45
0.67	38.27
0.92	82.09
1.13	98.76
1.38	100.27
1.68	0.51
1.91	45.39
2.12	43.99
2.46	32.83
2.69	27.36
2.87	29.07
3.31	15.37
3.79	8.09
4.25	5.49
5.00	3.82
5.95	3.16
7.01	2.34
8.03	2.02
8.92	1.70
10.10	1.09
11.03	0.85
15.00	0.45
