-0.17	0.32
0.01	0.10
0.03	0.04
0.11	0.10
0.30	0.47
0.51	0.11
0.69	0.10
0.89	0.41
1.12	0.11
1.36	0.10
1.65	0.09
1.88	0.06
2.09	0.11
2.41	0.03
2.69	0.00
2.86	0.10
3.28	0.04
3.81	0.08
4.22	0.06
4.97	0.33
5.92	0.00
7.00	0.13
8.02	0.12
8.95	0.00
10.07	0.23
11.02	0.10
14.99	0.12
