-0.22	0.00
0.01	0.00
0.03	0.07
0.11	0.55
0.28	0.65
0.50	3.49
0.67	9.93
0.90	20.51
1.13	27.00
1.36	24.51
1.68	18.94
1.89	19.81
2.10	20.77
2.43	4.55
2.68	9.69
2.86	11.19
3.29	3.91
3.78	1.12
4.22	0.55
4.98	0.33
5.93	0.00
6.93	0.11
8.03	0.15
8.94	0.12
10.08	0.44
11.04	0.03
15.01	0.06
