-0.24	13.26
0.01	13.16
0.03	13.57
0.11	12.15
0.29	11.43
0.51	10.51
0.67	10.92
0.90	13.86
1.14	16.67
1.36	20.14
1.66	28.02
1.90	39.24
2.10	31.15
2.43	42.83
2.68	36.86
2.87	40.41
3.29	35.37
3.79	32.25
4.23	29.80
4.98	33.39
5.93	27.01
7.02	24.59
8.03	26.79
8.94	24.80
10.08	18.50
11.05	18.44
15.02	18.20
