-0.20	1.39
0.01	12.84
0.02	203.99
0.10	275.12
0.28	277.30
0.50	176.01
0.67	110.42
0.89	51.17
1.12	50.37
1.36	31.74
1.68	29.22
1.88	31.55
2.10	19.03
2.42	9.68
2.67	10.76
2.86	9.40
3.28	5.76
3.77	4.93
4.22	4.24
4.97	3.62
5.93	13.24
7.01	1.88
8.02	1.39
8.95	0.00
10.07	1.09
11.03	1.03
15.00	0.80
