-0.20	0.00
0.03	9.06
0.11	70.28
0.31	140.23
0.52	138.84
0.68	96.69
0.91	60.50
1.13	36.03
1.37	31.96
1.66	26.89
1.89	28.81
2.11	21.56
2.44	9.79
2.69	8.63
2.87	8.46
3.30	4.35
3.80	5.87
4.23	2.96
4.99	1.61
5.94	1.35
7.02	1.46
8.04	1.09
8.94	0.97
10.09	0.74
11.06	0.46
15.03	0.26
