0	-1.0000	0.1903	0.2202	1.2912	9.3774	3.0099	0.0045	0.0026
5	0.0232	0.1369	-1.0000	0.4727	10.9740	-1.0000	0.0830	0.0149
7	0.0323	0.2976	-1.0000	0.9765	11.2500	-1.0000	0.0973	0.0132
10	0.0272	0.5369	-1.0000	1.0523	6.8856	3.0108	0.0964	0.0140
17	1.1832	0.4893	-1.0000	0.1106	3.2540	3.0892	0.0685	0.0159
24	1.4524	0.4643	0.0076	0.0107	1.9904	-1.0000	0.0608	0.0172
31	1.5850	0.3257	0.0147	0.0166	1.0188	2.8967	0.0384	0.0201
37	0.8109	0.4109	0.0152	0.5226	0.9995	2.9140	0.0210	0.0286
44	0.7821	0.3874	0.0180	0.1784	0.7519	3.0821	0.0166	0.0346
53	0.5181	0.4435	0.0000	0.2432	0.8186	2.9094	0.0134	0.0305
59	0.3184	0.4950	0.0142	0.3827	1.2919	2.9516	0.0123	0.0167
66	0.3755	0.5223	0.0189	0.4285	1.4918	2.8646	0.0102	0.0140
73	-1.0000	-1.0000	-1.0000	-1.0000	3.1293	3.0652	0.0153	0.0145
80	0.0339	0.6025	-1.0000	0.8240	3.5021	-1.0000	0.0143	0.0129
91	0.0928	0.5321	0.0021	0.9665	3.4308	3.0817	0.0175	0.0146
106	-1.0000	0.4715	0.0048	1.0127	3.6172	2.9526	0.0174	0.0136
119	-1.0000	0.4180	0.0059	0.9756	3.3613	2.7449	0.0178	0.0106
137	-1.0000	0.4340	0.0044	1.5121	4.9672	-1.0000	0.0201	0.0113
149	-1.0000	0.3851	0.0213	1.2418	5.9335	2.6181	0.0208	0.0099
169	-1.0000	0.3638	0.0851	1.2908	7.7644	3.3128	0.0237	0.0097
203	-1.0000	0.3300	0.3891	1.3196	8.7071	-1.0000	0.0052	0.0067
234	-1.0000	0.2756	0.2141	1.1010	7.2285	-1.0000	0.0077	0.0216
267	-1.0000	0.2200	0.1754	1.0276	6.1606	2.9014	0.0059	0.0173
304	0.0281	0.2195	0.1197	1.1579	5.9346	2.8546	0.0042	0.0172
401	0.0000	0.4147	0.2026	0.8716	4.6636	2.7915	0.0036	0.0131
