0	-1.0000	0.4079	1.1654	1.1473	2.8682	2.2153	0.0286	0.3004
5	0.0336	0.4347	1.9805	0.6981	2.8167	-1.0000	0.0098	0.3075
7	0.0300	0.4461	0.8471	0.8298	2.5572	-1.0000	0.0237	0.3255
10	0.0375	0.4010	0.0592	0.7127	2.5965	1.9007	0.0252	0.2955
17	-1.0000	0.5339	1.2886	0.8397	2.9911	2.0001	0.0590	0.4310
24	0.0274	0.5833	1.6007	0.8186	4.3492	-1.0000	0.0026	0.1961
31	-1.0000	0.6136	0.9472	0.9421	2.9509	2.1665	0.2795	0.3398
37	0.5600	0.4798	0.0319	0.6088	2.7946	2.0217	0.7050	0.4122
44	0.9668	0.5113	0.0178	0.4321	1.2858	1.9969	0.6829	0.4924
53	1.0839	0.5315	0.0124	0.0856	-1.0000	1.8542	0.6178	0.5591
59	0.3251	0.5645	0.6162	0.4585	0.5379	1.8770	0.3679	0.3041
66	0.3392	0.5431	0.5434	0.4201	0.6709	2.0309	0.3583	0.3413
73	0.3333	-1.0000	0.4839	0.5102	-1.0000	2.1486	0.3426	0.3178
80	0.0852	0.5731	0.4286	0.5134	0.7129	-1.0000	0.2357	0.2920
91	0.3640	0.5196	0.1634	0.2217	0.7705	2.0650	0.3768	0.3490
106	-1.0000	0.6459	2.7103	0.8626	1.3235	2.3592	0.0842	0.3495
119	0.6372	0.5712	0.8854	0.4455	0.7676	1.9671	0.2432	0.3499
137	0.5374	6.8726	0.1093	0.3445	0.5073	-1.0000	0.2557	0.3199
149	0.4133	0.6462	1.2629	0.5081	0.7165	1.9944	0.1047	0.3338
169	0.7522	0.6515	0.3019	0.2978	0.4839	2.3969	0.1887	0.4040
203	0.1560	0.5970	0.5649	0.4159	0.5231	-1.0000	0.1095	0.3654
234	-1.0000	0.6036	0.0855	0.5666	0.6231	-1.0000	0.1703	0.3088
267	-1.0000	0.6085	0.7599	1.1401	0.5921	1.6562	0.0895	0.2488
304	-1.0000	0.6713	1.5994	1.1945	1.0819	1.7193	0.0374	0.2505
