0	-1.0000	0.2112	0.2819	1.0258	5.4948	3.0588	0.0044	0.0023
5	0.0406	0.1996	-1.0000	0.2130	8.8129	-1.0000	0.1181	0.0074
7	0.0145	0.5822	-1.0000	0.7451	9.7466	-1.0000	0.1293	0.0085
10	0.0124	1.1915	-1.0000	0.7306	5.8839	3.0756	0.1276	0.0097
17	0.3411	0.7427	-1.0000	0.3433	3.3877	2.9112	0.1268	0.0117
24	0.9267	0.5648	0.0003	0.0479	1.2592	-1.0000	0.0657	0.0201
31	0.7931	0.4370	0.0151	0.0959	0.6903	2.9199	0.0595	0.0335
37	0.6906	0.7454	0.0152	0.3040	0.7907	2.8381	0.0352	0.0380
44	0.5553	0.5099	0.0152	0.3447	0.9430	2.9839	0.0287	0.0457
53	0.3128	0.5515	0.0000	0.5720	1.6425	2.9593	0.0215	0.0399
59	0.2954	0.6009	0.0183	0.6425	2.5266	2.9589	0.0176	0.0233
66	0.2364	0.6336	0.0146	0.6941	3.7320	2.8536	0.0165	0.0215
73	-1.0000	-1.0000	-1.0000	-1.0000	3.6247	3.0924	0.0162	0.0199
80	0.0981	0.6323	0.0063	0.7254	4.6572	-1.0000	0.0142	0.0195
91	0.1059	0.5516	0.0538	0.9033	5.9881	3.0363	0.0193	0.0180
106	-1.0000	0.5003	0.1368	0.9337	6.6787	3.0898	0.0157	0.0166
119	0.1731	0.4353	0.0642	0.8281	4.9286	2.6285	0.0099	0.0150
137	-1.0000	0.4484	0.2146	1.1244	7.2874	-1.0000	0.0108	0.0132
149	-1.0000	0.3929	0.3150	1.0384	7.2295	2.7064	0.0105	0.0112
169	0.1233	0.3723	0.3642	1.0625	6.0777	3.2460	0.0055	0.0106
203	0.0759	0.3322	0.4354	1.1963	6.0798	-1.0000	0.0056	0.0091
234	0.0754	0.2821	0.2384	0.9837	5.4808	-1.0000	0.0066	0.0099
267	-1.0000	0.2207	0.2244	1.0458	5.1204	2.8609	0.0046	0.0079
304	-1.0000	0.2286	0.1966	1.1059	4.8998	2.7110	0.0037	0.0059
401	0.0000	0.7080	0.2542	0.7786	3.7921	2.8446	0.0038	0.0042
