0	-1.0000	0.2219	0.2404	1.2187	5.7704	4.1292	0.0040	0.0006
5	0.0620	0.1681	0.0000	0.2977	11.0308	-1.0000	0.1266	0.1750
7	0.0459	0.4624	0.0000	0.7391	10.4982	-1.0000	0.1759	0.1394
10	0.0335	0.4709	0.0000	0.6847	4.4708	2.9381	0.1383	0.1516
17	0.7931	0.5638	0.0000	0.1313	0.1734	2.9439	0.1192	0.1314
24	1.5266	0.6711	0.0236	0.0048	0.2345	-1.0000	0.0997	0.1350
31	1.8996	0.7466	0.0236	0.0134	0.7556	3.5105	0.1690	0.0674
37	1.6180	0.4762	0.0210	0.0037	0.5172	3.2715	0.1343	0.0604
44	1.5311	0.5844	0.0185	0.0101	0.3238	3.3107	0.1200	0.0734
53	0.9480	0.5949	-1.0000	0.0105	0.2340	2.9401	0.0951	0.0794
59	0.6705	0.5442	0.0195	0.0023	0.2363	2.8193	0.0889	0.0506
66	0.5154	0.5598	0.0236	0.0100	0.2019	2.7099	0.0826	0.0489
73	0.5154	0.5598	0.0236	0.0100	0.1502	3.0210	0.0863	0.0481
80	0.6786	0.6131	-1.0000	0.0147	0.1692	-1.0000	0.0724	0.0494
91	0.4088	0.5777	0.0005	0.2016	0.4315	2.7922	0.0160	0.0409
106	0.1242	0.5308	-1.0000	0.3519	0.8196	2.8944	0.0112	0.0390
119	-1.0000	0.4700	0.0049	0.2760	1.0079	2.5774	0.0138	0.0371
137	-1.0000	0.4894	0.0020	0.9009	5.4166	-1.0000	0.0226	0.0315
149	-1.0000	0.4393	0.0011	0.9835	5.9752	2.4204	0.0265	0.0292
169	-1.0000	0.3957	0.0053	1.0893	6.2353	-1.0000	0.0395	0.0375
203	0.0348	0.3551	0.0745	1.1698	7.5848	3.1402	0.0069	0.0243
234	-1.0000	0.3740	0.0284	0.8364	6.2530	-1.0000	0.0716	0.0350
267	0.0807	0.3652	-1.0000	0.8238	4.5119	2.8317	0.0631	0.0348
304	-1.0000	0.3274	0.0627	1.0011	4.3407	2.5584	0.0350	0.0240
