0	-1.0000	0.2157	0.3268	0.9859	5.2304	3.0341	0.0050	0.0030
5	-1.0000	0.4575	-1.0000	0.7503	8.1719	-1.0000	0.0291	0.0086
7	-1.0000	0.5699	-1.0000	0.8286	5.6321	-1.0000	0.0930	0.0075
10	0.0172	2.1936	-1.0000	0.8235	5.8753	3.3471	0.1339	0.0081
17	0.2883	0.5470	-1.0000	0.4494	4.5993	2.8440	0.0945	0.0113
24	0.4602	0.5319	-1.0000	0.1994	2.1361	-1.0000	0.0459	0.0212
31	0.2421	0.3513	0.0139	0.3575	2.1671	2.9394	0.0389	0.0280
37	0.1617	0.6201	0.0154	0.7675	4.3286	2.8635	0.0283	0.0151
44	0.0441	0.4265	0.0900	1.0721	10.7665	3.0976	0.0321	0.0092
53	-1.0000	0.5828	0.1647	1.0110	11.0395	2.9212	0.0137	0.0068
59	0.0340	0.5474	0.2296	1.0535	6.0701	2.8760	0.0125	0.0065
66	0.0679	0.6041	0.1334	0.9583	6.1274	3.0215	0.0183	0.0056
73	-1.0000	-1.0000	-1.0000	-1.0000	5.0203	3.1675	0.0096	0.0070
80	-1.0000	0.6170	0.2818	1.0376	5.5812	-1.0000	0.0093	0.0062
91	-1.0000	0.5222	0.2706	1.1204	6.2460	3.0881	0.0104	0.0058
106	-1.0000	0.4804	0.3581	1.0084	5.4539	3.0890	0.0102	0.0055
119	-1.0000	0.4124	0.3158	0.9116	4.7095	2.7386	0.0108	0.0063
137	-1.0000	0.4428	0.4545	1.2207	5.8913	-1.0000	0.0148	0.0074
149	-1.0000	0.3893	0.5376	1.0528	6.0311	2.6371	0.0108	0.0050
169	-1.0000	0.3396	0.5985	1.0548	4.7929	3.2493	0.0079	0.0042
203	-1.0000	0.4045	0.7507	1.0903	5.1945	-1.0000	0.0087	0.0049
234	0.0788	0.2838	0.3801	1.0584	5.1968	-1.0000	0.0089	0.0060
267	-1.0000	0.2142	0.3184	0.9631	4.9070	2.8712	0.0053	0.0033
304	-1.0000	0.2376	0.1865	1.1390	4.6361	2.6104	0.0047	0.0032
