0	-1.0000	0.2106	0.1677	1.1402	10.2168	3.0377	0.0042	0.0100
3	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	0.0891	0.0284
5	0.0136	0.3973	-1.0000	0.8958	10.5758	-1.0000	0.1132	0.0813
10	0.0352	0.3175	-1.0000	0.7470	3.7469	2.5151	0.0474	0.0360
17	1.4545	0.4159	-1.0000	0.0372	0.4144	2.6995	0.1474	0.1706
24	2.3044	0.7366	0.0014	0.0508	1.0064	-1.0000	0.1221	0.0979
31	2.8216	0.6970	0.0272	0.0224	0.6092	3.9200	0.1434	0.1585
37	1.3136	0.4486	0.0175	0.0322	0.4696	2.9968	0.0758	0.1118
44	1.5077	0.5408	0.0180	0.0085	0.2935	3.3803	0.0873	0.1380
53	0.8315	0.3924	0.0000	0.0564	0.2166	2.8388	0.0632	0.1162
59	0.2446	0.5485	0.0238	0.0119	0.4484	2.7398	0.0963	0.0264
66	0.6433	0.4940	0.0211	0.0333	0.1514	2.8272	0.0590	0.0886
73	-1.0000	-1.0000	-1.0000	-1.0000	0.0928	3.1773	0.0079	0.0868
80	0.7384	0.5367	0.2269	0.1010	0.1148	-1.0000	0.0591	0.1056
91	0.9426	-1.0000	0.0051	0.0397	0.0983	2.9549	0.0327	0.0871
106	1.1024	0.4607	0.0038	0.0690	0.1083	3.0814	0.0393	0.1033
119	0.7650	0.3100	0.0069	0.1628	0.2484	2.5536	0.0310	0.0651
137	0.6420	0.2920	0.0074	0.1293	0.1743	-1.0000	0.0209	0.0555
149	0.1697	0.3270	-1.0000	0.1709	0.3066	2.9027	0.0185	0.0519
169	-1.0000	0.3987	0.1131	1.2429	6.6701	3.2624	0.0273	0.0322
203	-1.0000	0.3272	0.3424	1.2870	7.3297	-1.0000	0.0092	0.0093
234	-1.0000	0.2928	0.2688	1.1026	6.2937	-1.0000	0.0059	0.0090
267	-1.0000	0.2157	0.0768	1.0045	7.0246	2.9019	0.0036	0.0181
304	-1.0000	0.2391	0.1769	1.1742	5.8229	2.8351	0.0030	0.0051
401	-1.0000	0.4310	0.1852	0.8351	4.6295	2.7718	0.0032	0.0046
