0	-1.0000	0.1890	0.2361	1.2416	5.9539	3.0178	0.0045	0.0024
3	-1.0000	-1.0000	-1.0000	-1.0000	11.1488	-1.0000	0.0576	0.1059
7	0.0426	0.2437	-1.0000	0.5836	11.1488	-1.0000	0.0932	0.0967
10	0.0626	0.5096	-1.0000	1.0343	10.2321	3.1092	0.0800	0.0850
17	0.8134	0.6697	-1.0000	0.2569	6.1960	3.3836	0.1530	0.1514
24	1.6721	0.5409	0.0007	0.0292	3.4804	-1.0000	0.1581	0.1183
31	1.6662	0.4310	0.0187	0.0065	1.2868	3.2589	0.1168	0.0813
37	1.3822	0.4603	0.0189	0.1488	0.5126	3.1591	0.0975	0.0896
44	1.0703	0.4577	0.0189	0.0213	0.5825	3.5544	0.1498	0.1140
53	0.8245	0.4452	0.0000	0.0369	0.4394	3.5258	0.1604	0.0969
59	0.5175	0.4410	0.0233	0.0687	0.4783	3.2283	0.1253	0.0625
66	0.4656	0.5294	0.0239	0.0734	0.4793	3.1700	0.1038	0.0583
73	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	3.2388	0.0998	0.0460
80	0.3658	0.5312	-1.0000	0.1652	0.6689	-1.0000	0.0989	0.0499
91	0.3032	0.5144	-1.0000	0.2531	1.0068	3.2804	0.0826	0.0450
106	0.0638	0.4909	0.0019	0.5984	2.7102	3.0379	0.0309	0.0342
119	0.1131	0.4288	0.0027	0.5895	1.1420	2.6411	0.0307	0.0241
137	-1.0000	0.4429	0.0140	1.0904	5.3210	-1.0000	0.0219	0.0272
149	-1.0000	0.3994	0.0169	0.5952	4.8066	2.6622	0.0274	0.0257
169	0.1727	0.3608	0.0819	0.8588	4.6102	3.2813	0.0257	0.0318
203	-1.0000	0.3176	0.0654	1.0350	4.0815	-1.0000	0.0430	0.0284
234	-1.0000	0.2727	0.0386	0.8416	3.0651	-1.0000	0.0372	0.0220
267	0.0122	0.2152	0.0447	1.0384	4.2419	2.8010	0.0201	0.0185
304	-1.0000	0.2191	0.0913	1.1080	5.0919	2.5888	0.0072	0.0117
401	0.0000	0.4513	0.0900	0.8820	4.8317	2.8172	0.0150	0.0150
