0	-1.0000	0.2052	0.2276	1.1261	8.9208	3.0684	0.0043	0.0028
3	0.0000	-1.0000	0.0000	-1.0000	-1.0000	-1.0000	0.2142	0.0215
7	-1.0000	0.5438	-1.0000	0.6707	11.8844	-1.0000	0.2152	0.0145
10	0.0823	0.6097	-1.0000	0.7577	11.2131	4.7638	0.1816	0.0170
17	1.1223	1.0705	-1.0000	0.0238	4.7471	3.2073	0.1125	0.0860
24	0.9525	0.5466	0.0001	0.0026	1.7398	-1.0000	0.0953	0.0944
31	1.2954	0.5684	0.0170	0.0012	1.0932	3.1861	0.1318	0.0635
37	0.9923	0.5022	0.0183	0.0033	0.6346	2.9833	0.1030	0.0532
44	0.9260	0.5274	0.0187	0.0081	0.4633	3.0832	0.0856	0.0752
53	0.4744	0.5357	0.0161	0.0143	0.3753	2.8536	0.0594	0.0745
59	0.4536	0.5707	0.0163	0.0383	0.4189	2.8128	0.0464	0.0537
66	0.3597	0.6141	0.0211	0.1394	0.4555	2.8293	0.0319	0.0530
73	0.2667	-1.0000	-1.0000	-1.0000	-1.0000	3.0258	0.0294	0.0496
80	0.2118	0.6396	0.0138	0.0866	0.8495	-1.0000	0.0243	0.0493
91	0.1923	0.5580	-1.0000	0.3113	0.6772	2.8574	0.0174	0.0499
106	-1.0000	0.5075	0.0014	0.8353	4.2074	2.9795	0.0188	0.0339
119	-1.0000	0.4371	0.0132	0.9244	4.1984	2.6272	0.0155	0.0246
137	-1.0000	0.4537	0.0241	1.4377	6.5181	-1.0000	0.0154	0.0196
149	-1.0000	0.4021	0.0361	1.1964	6.0308	2.6418	0.0151	0.0189
169	-1.0000	0.3735	0.0051	1.0763	4.2932	3.2751	0.0223	0.0291
203	-1.0000	0.3171	0.1802	1.4939	7.7155	-1.0000	0.0090	0.0134
234	-1.0000	0.2916	0.1938	1.1296	6.3951	-1.0000	0.0061	0.0094
267	0.0149	0.2186	0.1454	0.9270	5.6491	2.8481	0.0037	0.0065
304	-1.0000	0.2328	0.1752	1.2439	5.2106	2.7068	0.0035	0.0048
401	0.0000	0.4367	0.2097	0.8545	4.3826	2.8320	0.0038	0.0038
