0	-1.0000	5.4327	0.0666	0.7548	4.2623	3.0285	0.0044	0.0081
3	-1.0000	-1.0000	-1.0000	-1.0000	4.7050	-1.0000	0.0049	0.1251
7	0.0413	1.2055	-1.0000	0.5965	4.7050	-1.0000	0.0126	0.1745
10	0.1059	1.3474	-1.0000	0.5605	4.3436	2.9483	0.0088	0.1628
17	0.5713	2.0617	-1.0000	0.0524	3.6559	2.5979	0.0213	0.2304
24	0.8167	1.4939	0.0003	0.0519	1.8404	-1.0000	0.0344	0.2080
31	0.6703	1.4766	0.0211	0.0274	1.5308	2.6819	0.0514	0.1808
37	0.3869	1.2061	0.0218	0.0323	1.1457	2.7635	0.0594	0.1732
44	0.2328	0.9421	0.0208	0.0181	1.2495	2.7160	0.0645	0.2030
53	0.1959	0.8189	0.0000	0.0173	1.1360	2.6030	0.0662	0.1993
59	0.3269	0.7101	0.0158	0.0039	1.0870	2.4193	0.0704	0.1316
66	0.3170	0.6623	0.0177	0.0079	0.9719	2.4025	0.0742	0.1262
73	-1.0000	-1.0000	-1.0000	-1.0000	1.2486	2.6463	0.0801	0.1158
78	0.2966	0.7094	0.0006	0.0071	0.7247	-1.0000	0.1070	0.1240
91	0.1946	0.6001	-1.0000	0.0056	0.8400	2.7200	0.0961	0.1094
106	0.0870	0.6206	0.0006	0.0061	0.9179	2.6609	0.0915	0.1107
119	0.2179	0.6319	0.0090	0.0501	1.0096	2.3720	0.0711	0.1075
137	-1.0000	0.5932	0.0031	0.1493	1.4941	-1.0000	0.0845	0.0782
149	-1.0000	0.5362	-1.0000	0.1757	1.3852	2.2600	0.0907	0.0745
169	-1.0000	0.4410	0.0041	0.3197	1.8594	2.7114	0.0861	0.0811
234	-1.0000	0.4819	0.0016	0.5807	2.7237	-1.0000	0.0524	0.0671
267	-1.0000	0.4566	0.0022	0.7409	2.3002	2.6045	0.0667	0.0530
304	-1.0000	0.3965	-1.0000	0.6710	2.2757	2.3206	0.0646	0.0355
401	0.0000	0.5955	0.0050	0.7676	4.0838	2.8990	0.0563	0.0586
